name,url,year,rating,votes,plot
Mario Pinball Land,https://www.imdb.com/title/tt0416959/?ref_=adv_li_tt,2004,4.9,55,Mario is turned into a sphere which makes it more difficult for him to rescue Princess Peach. That is where you come in with a pinball machine and Mario is the ball!
Mario Power Tennis,https://www.imdb.com/title/tt0400636/?ref_=adv_li_tt,2004,7.4,288,"Mario Tennis for the GameCube has 18 playable characters, each with their own style of play and a pair of unique moves known as ""Power Shots"". The game also introduces new modes such as ""Ring Shot""."
Mario Sports Mix,https://www.imdb.com/title/tt1921013/?ref_=adv_li_tt,2010,7.3,201,"In the game we can play 4 sports - basketball, dodgeball, volleyball and hockey - with Mario and his friends."
Mario Strikers Charged,https://www.imdb.com/title/tt1143906/?ref_=adv_li_tt,2007,7.5,307,All of your favorite Mario characters come together to play football with special powers and all new teammates.
Mario Super Sluggers,https://www.imdb.com/title/tt1250844/?ref_=adv_li_tt,2008,7.8,241,Mothers Day has arrived and Mario needs to win back her trust by winning a baseball match against Bowser.
Mario Superstar Baseball,https://www.imdb.com/title/tt0483728/?ref_=adv_li_tt,2005,7.5,236,Play some baseball with your favorite Mario characters.
Mario Tennis,https://www.imdb.com/title/tt0276320/?ref_=adv_li_tt,2000,7.7,453,"Mario Tennis features refreshingly fast arcade-style tennis mixed with some deep control mechanics, and delivers a solid single-player experience with unsurpassed multiplayer experience due to its long lasting value."
Mario vs. Donkey Kong,https://www.imdb.com/title/tt0412971/?ref_=adv_li_tt,2004,7.1,110,Mario pursues Donkey Kong through a toy factory in order to retrieve several stolen Mini-Mario toys.
Mario vs. Donkey Kong 2: March of the Minis,https://www.imdb.com/title/tt3389670/?ref_=adv_li_tt,2006,6.9,50,"A ""Super Mini-Mario World"" amusement park opens, based on the mechanical toys produced by the Mini-Mario Toy Company. Mario offers a Mini-Mario toy to Pauline, while Donkey Kong offers her ... See full summary »"
Mario vs. Donkey Kong: Tipping Stars,https://www.imdb.com/title/tt4417916/?ref_=adv_li_tt,2015,5.9,21,Add a Plot
Marvel Avengers: Battle for Earth,https://www.imdb.com/title/tt2397511/?ref_=adv_li_tt,2012,7.0,50,The Avengers must unite to stop an invasion of Skrulls.
Marvel Nemesis: Rise of the Imperfects,https://www.imdb.com/title/tt0492680/?ref_=adv_li_tt,2005,6.7,275,5 families of super heroes take on an unknown force led by an alien life form who plans to take over the world and marvels best must defend what is left of New York before matters get worse.
Marvel Super Hero Squad,https://www.imdb.com/title/tt1446103/?ref_=adv_li_tt,2009,6.5,81,"When the Lethal Legion plot to create the Infinity Melder, a version of the Infinity Sword but smaller, the Super Hero Squad rises to the challenge."
Marvel Super Hero Squad: The Infinity Gauntlet,https://www.imdb.com/title/tt1720160/?ref_=adv_li_tt,2010,6.6,72,Add a Plot
Marvel vs. Capcom 2: New Age of Heroes,https://www.imdb.com/title/tt0266750/?ref_=adv_li_tt,2000,8.2,782,"A pirate-woman named Ruby-Heart who united fifty-two of the Earth's strongest heroes and villains, transports them to another dimension on her enormous battleship to fight an evil shape-shifter named Abyss who wants to rule all realities."
Marvel vs. Capcom 3: Fate of Two Worlds,https://www.imdb.com/title/tt1764479/?ref_=adv_li_tt,2011,7.4,902,Doctor Doom has assembled the greatest villains of the Marvel Universe and has joined forces with Albert Wesker in order to unite their respective universes in an effort to conquer both.
Marvel: Ultimate Alliance,https://www.imdb.com/title/tt0814207/?ref_=adv_li_tt,2006,8.1,"2,102",Marvel Comics' greatest superheroes must band together to uncover the mystery behind Doctor Doom's blatant attack on S.H.I.E.L.D. headquarters.
Marvel: Ultimate Alliance 2,https://www.imdb.com/title/tt1266580/?ref_=adv_li_tt,2009,7.5,"1,151",Ultimate Alliance 2 features characters from the Marvel universe and follows elements of the Secret War and Civil War story arcs from the comic.
Mary-Kate and Ashley: Girls Night Out,https://www.imdb.com/title/tt2915606/?ref_=adv_li_tt,2002,0.0,0,Add a Plot
Mary-Kate and Ashley: Magical Mystery Mall,https://www.imdb.com/title/tt2915574/?ref_=adv_li_tt,2000,0.0,0,Mary-Kate and Ashley's favorite mall is frozen and they have to collect gems so they can leave.
Mary-Kate and Ashley: Winners Circle,https://www.imdb.com/title/tt2915220/?ref_=adv_li_tt,2001,0.0,0,Add a Plot
Mass Effect,https://www.imdb.com/title/tt1073668/?ref_=adv_li_tt,2007,9.1,"18,158","In a technologically advanced future, an elite human soldier takes command of a prototype star ship and works to defend the galaxy from danger."
Mass Effect 2,https://www.imdb.com/title/tt1540125/?ref_=adv_li_tt,2010,9.5,"19,912","After being revived from death and having to join a pro-human organization without a choice, Commander Shepard must assemble a team, battle a new threat, and make tough choices in order to save the galaxy from total annihilation once more."
Mass Effect 3,https://www.imdb.com/title/tt1839558/?ref_=adv_li_tt,2012,9.1,"15,572","Earth is under attack by a monstrous race of gigantic living ships known as the Reapers. Even if Commander Shepard could unite all surviving species in the galaxy, only a miracle could save them. Then again, Shepard did come back from the dead."
Mat Hoffman's Pro BMX,https://www.imdb.com/title/tt0281996/?ref_=adv_li_tt,2001,6.2,49,Pull off insane stunts and combos as you play at Matt Hoffman or several other pro BMX biker's in Mat Hoffman's Pro BMX.
Mat Hoffman's Pro BMX 2,https://www.imdb.com/title/tt0402451/?ref_=adv_li_tt,2002,7.0,30,Add a Plot
Max Payne,https://www.imdb.com/title/tt0291337/?ref_=adv_li_tt,2001,9.2,"15,049","A troubled NYPD cop is framed for murder and finds himself being hunted by the police, the mob, and a ruthless corporation."
Max Payne 2: The Fall of Max Payne,https://www.imdb.com/title/tt0366758/?ref_=adv_li_tt,2003,9.1,"10,711","The brooding cop has left the DEA and returned to the NYPD. When his latest case ends up involving the thought-dead femme fatale Mona Sax, he finds that his journey through the night is far from over."
Max Payne 3,https://www.imdb.com/title/tt1407064/?ref_=adv_li_tt,2012,8.6,"10,501","The ex-cop turned private security guard for a wealthy family in Sao Paulo, Brazil finds himself thrown into a new deadly conflict."
Maximum Capacity: Hotel Giant,https://www.imdb.com/title/tt0445987/?ref_=adv_li_tt,2002,5.6,16,Hotel Giant is a simulation game much like the well-known The Sims. You as the hotel manager have to show your managing skills and prove yourself in the hotel and tourism industry. As long ... See full summary »
Maximum Force,https://www.imdb.com/title/tt0271056/?ref_=adv_li_tt,1997,5.9,20,"Maximum Force is the follow up to Area 51, this time around instead of shooting up aliens, the player goes up against a terrorist organization. The gameplay is similar to other first-person... See full summary »"
Me & My Katamari,https://www.imdb.com/title/tt18278696/?ref_=adv_li_tt,2005,0.0,0,Add a Plot
MechAssault,https://www.imdb.com/title/tt0406061/?ref_=adv_li_tt,2002,7.6,67,"You take control of a variety of BattleMechs, bringing new meaning to the words mass destruction. practically anything in the game can be blown up. Buildings, cities, cars, and of course ... See full summary »"
MechAssault 2: Lone Wolf,https://www.imdb.com/title/tt0442687/?ref_=adv_li_tt,2004,7.9,44,"You resume your role as the unnamed Mechwarrior from Mechassault 1. The Wolf Dragoons continue their battle against the Word of Blake on multiple planets. Meanwhile, as you progress through... See full summary »"
MechAssault: Phantom War,https://www.imdb.com/title/tt11241824/?ref_=adv_li_tt,2006,0.0,0,Add a Plot
Medal of Honor,https://www.imdb.com/title/tt1754190/?ref_=adv_li_tt,2010,7.2,"2,531",A first person shooter developed with the help of Tier 1 military operators depicting violent missions in Afganistan.
Medal of Honor: Airborne,https://www.imdb.com/title/tt1085850/?ref_=adv_li_tt,2007,7.3,"1,411","Step into the boots of Boyd Travers, Private First Class of the 82nd Airborne Division and engage in battles throughout Europe. From rocky beginnings in Sicily to war- winning triumphs in Germany."
Medal of Honor: European Assault,https://www.imdb.com/title/tt0462418/?ref_=adv_li_tt,2005,7.8,698,"The game is based on Lieutenant William Holt, an operative in the Office of Strategic Services, and follows his deployments to allied forces in France, North Africa, Soviet Union and Belgium."
Medal of Honor: Frontline,https://www.imdb.com/title/tt0289330/?ref_=adv_li_tt,2002,8.1,"1,659",Take on the role of Lieutenant James Patterson. You are the Allied force's most reliable military special agent. From storming the front lines of Normandy Beach as an infantryman to becoming an elite intel officer.
Medal of Honor: Infiltrator,https://www.imdb.com/title/tt9832140/?ref_=adv_li_tt,2003,7.4,13,"The award-winning Medal of Honor franchise returns to the Game Boy Advance with Medal of Honor Infiltrator, an all new experience designed specifically for the platform."
Medal of Honor: Rising Sun,https://www.imdb.com/title/tt0390249/?ref_=adv_li_tt,2003,7.2,"1,124","When the Japanese declare war on the United States of America with the attack on Pearl Harbour, Corporal Joseph D. ""Joe"" Griffin fights through the Pacific whilst on a mission to rescue his captured brother."
Medal of Honor: Underground,https://www.imdb.com/title/tt0250583/?ref_=adv_li_tt,2000,8.0,722,"A young girl named Manon Batiste becomes an active member of the French Resistance, after Nazi Germany occupied her country during World War II."
Medal of Honor: Vanguard,https://www.imdb.com/title/tt0901687/?ref_=adv_li_tt,2007,7.3,233,"You are Cpl/Sgt. Keegan, a member of the 82nd Airborne Division, and 17th Airborne Division, fighting the forces of Germany and the Kingdom of Italy"
Medal of Honor: Warfighter,https://www.imdb.com/title/tt2266084/?ref_=adv_li_tt,2012,6.8,"1,526","Regroup with the SEALs from Medal of Honor, as they take on an international terrorist plot."
MediEvil: Resurrection,https://www.imdb.com/title/tt2391300/?ref_=adv_li_tt,2005,8.0,104,"Zarok, an evil necromancer has returned from hiding while gathering his army of the undead; ready to wreak havoc on the citizens of fair Gallowmere. Unfortunately for his nefarious plot, ... See full summary »"
Medieval Games,https://www.imdb.com/title/tt2247820/?ref_=adv_li_tt,2009,0.0,0,"Set in the middle ages, Medieval Games lets players compete in various classic old-world events, such as jousting, archery and sword-fighting."
Medieval II: Total War,https://www.imdb.com/title/tt1072440/?ref_=adv_li_tt,2006,8.8,"1,181","A diplomatic, strategic war game set between the years 1080 and 1530, focusing on medieval warfare, religion and politics in Europe, North Africa and the Middle East."
Medieval Moves: Deadmund's Quest,https://www.imdb.com/title/tt2740688/?ref_=adv_li_tt,2011,8.6,15,Add a Plot
Mega Man,https://www.imdb.com/title/tt0186339/?ref_=adv_li_tt,1987,7.4,"1,101",A lab assistant robot volunteers to be enhanced for fighting to stop a mad scientist from world domination.
Mega Man 2,https://www.imdb.com/title/tt0206930/?ref_=adv_li_tt,1988,8.3,"1,160",Dr. Wily escapes from prison and plans revenge on Mega Man.
Mega Man 3,https://www.imdb.com/title/tt0206931/?ref_=adv_li_tt,1990,8.0,791,"Dr. Wily has reformed, but while he and Dr. Light create a peacekeeping robot, eight Robot Masters have stolen important components that Mega Man must recover."
Mega Man 4,https://www.imdb.com/title/tt0206932/?ref_=adv_li_tt,1991,7.3,599,"Dr. Cossack, a Russian cyberneticist, has created eight Robot Masters specifically designed to destroy Mega Man."
Mega Man 5,https://www.imdb.com/title/tt0302784/?ref_=adv_li_tt,1992,7.1,494,"Proto Man, Mega Man's ""brother,"" becomes the prime suspect of an attack involving eight robot masters. It's now up to Mega Man to get to the bottom of the Proto Man's sudden aggression."
Mega Man 6,https://www.imdb.com/title/tt0263727/?ref_=adv_li_tt,1993,7.2,480,"On the eve of the first annual international robot competition, its sponsor, the mysterious Mr. X, takes control of the competitors and begins taking global power. Mega Man must use Rush's new Jet and Power adaptors to stop this new madman."
Mega Man 7,https://www.imdb.com/title/tt0302785/?ref_=adv_li_tt,1995,7.0,370,"Six months after his imprisonment, four of Dr. Wily's robot masters activate, attack the city, and free the mad doctor. While battling Wily's forces, Mega Man encounters a strange and powerful second warrior-hound duo: Bass and Treble."
Mega Man Legends,https://www.imdb.com/title/tt0192303/?ref_=adv_li_tt,1997,7.3,159,"In a world covered by endless water, a new Megaman is searching high-tech underground ruins for quantum refractors."
Mega Man Legends 2,https://www.imdb.com/title/tt0244654/?ref_=adv_li_tt,2000,8.3,93,"In a world covered by endless water, MegaMan and Roll find themselves closer than ever to finding the Mother Lode. Dangers are mounting as they approach the Forbidden Island and risk ... See full summary »"
Mega Man X,https://www.imdb.com/title/tt0458087/?ref_=adv_li_tt,1993,8.4,850,"In the year 21XX, a century-old capsule is unearthed containing the first Reploid: Mega Man X - a robot able to think for himself. But after a new age of Reploids begins, the powerful Sigma goes Maverick and forms an army of evil Reploids."
Mega Man X3,https://www.imdb.com/title/tt0418108/?ref_=adv_li_tt,1995,7.6,358,"Reploid scientist Dr. Doppler has cured the Mavericks and built the Utopian Dopple Town. But after the 'cured' Reploids go rogue and assault Hunter H.Q., Mega Man X takes Zero's aid and sets out to combat his new foes -- and finds old ones."
Mega Man X4,https://www.imdb.com/title/tt0247514/?ref_=adv_li_tt,1997,7.8,387,"A Reploid Army declares war on the human race after being labeled as Mavericks, so X and Zero fight their way to stop this uprising and discover who is behind this."
Mega Man X5,https://www.imdb.com/title/tt0274654/?ref_=adv_li_tt,2000,7.2,276,"When the ""Eurasia"" space colony is attacked by an unknown virus, the call goes out. X and Zero are called back into action to help destroy the colony."
Mega Man X6,https://www.imdb.com/title/tt0302787/?ref_=adv_li_tt,2001,6.2,211,"After the near destruction of Earth, X is called to investigate a mysterious virus infecting Reploids around the world while the supposed ghost of Zero makes its presence known."
Mega Man X7,https://www.imdb.com/title/tt0384475/?ref_=adv_li_tt,2003,4.5,209,"A Reploid with an advanced copy ability retreats from a corrupt band of bounty hunters to join the Maverick Hunters and battle his former allies, while a retired X laments the continuous aggression."
Mega Man X8,https://www.imdb.com/title/tt0443622/?ref_=adv_li_tt,2004,7.0,188,"Humans have began migrating to the moon thanks to The Jakob Project & The New Generation Reploids. However, Vile has been resurrected & kidnapped Lumine (the director) & The New Generation Reploids go berserk."
Mega Man Xtreme,https://www.imdb.com/title/tt0274655/?ref_=adv_li_tt,2000,6.4,41,Add a Plot
Mega Man ZX,https://www.imdb.com/title/tt5513716/?ref_=adv_li_tt,2006,7.6,55,"Two centuries after the Neo Arcadian wars, humans and Reploids have merged into Humanoids. As a new Maverick revolt threatens to infect everyone on Earth, two orphans, Vent and Aile, are drawn into the conflict."
Mega Man Zero,https://www.imdb.com/title/tt0378672/?ref_=adv_li_tt,2002,7.6,131,"A century after the Maverick wars, a strangely tyrannical Mega Man X governs Neo Arcadia and has cornered a Resistance faction he's labeled Mavericks, when their leader, the human scientist Ciel, finally locates the resting place of Zero."
Mega Man Zero 2,https://www.imdb.com/title/tt0384476/?ref_=adv_li_tt,2003,7.8,111,"A year after Copy X's fall, Zero returns to find the Resistance is now lead by a militant former Neo Arcadian named Elpizo, who intends to defeat Neo Arcadia through force of arms. When his offensive fails, he turns to more dire measures."
Mega Man Zero 3,https://www.imdb.com/title/tt0429045/?ref_=adv_li_tt,2004,8.5,113,"As the end of the energy crisis looms, the long-exiled Dr. Weil arrives, bringing with him the robotic superweapon Omega and a revived Copy X. Now the hunt is on for the Dark Elf, an entity which could end the conflict, for good or evil."
Mega Man Zero 4,https://www.imdb.com/title/tt0498123/?ref_=adv_li_tt,2005,7.8,98,The evil Dr. Weil wants to take over Neo Arcadia and only Zero and his friends can stop him leading the union between humans and Reploids.
Mega Man Zero Collection,https://www.imdb.com/title/tt10898984/?ref_=adv_li_tt,2010,0.0,0,"In this this re-release on the Nintendo DS contains the entire Mega Man Zero series, which also includes extras and a new gameplay option of playing through each of the four games at an easier difficulty."
Mega Man: Dr. Wily's Revenge,https://www.imdb.com/title/tt0485408/?ref_=adv_li_tt,1991,6.4,58,"Mega Man must take down a set of resurrected Robot Masters and Dr. Wily himself, who has created a killing machine determined to destroy the Blue Bomber."
Megamind: Mega Team Unite,https://www.imdb.com/title/tt7811782/?ref_=adv_li_tt,2010,8.2,7,Help Megamind and his Mega Squad take down the Doom Syndicate.
Men in Black II: Alien Escape,https://www.imdb.com/title/tt0493434/?ref_=adv_li_tt,2002,5.6,38,You play as Agent J or K to fight aliens wanting to destroy New York City.
Men of Valor,https://www.imdb.com/title/tt0410309/?ref_=adv_li_tt,2004,7.6,127,Add a Plot
Mercenaries 2: World in Flames,https://www.imdb.com/title/tt1194142/?ref_=adv_li_tt,2008,7.0,555,Control one of the three mercenaries and seek revenge on the man who betrayed you and tricked you into starting a civil war.
Mercenaries: Playground of Destruction,https://www.imdb.com/title/tt0442688/?ref_=adv_li_tt,2005,8.1,619,"Korea has become a war zone when the president is assumed dead and Song, a ruthless dictator, takes over. Suddenly, the Allied Nations, China, the Russian Mafia, and South Korea are all engaged in the war."
Metal Arms: Glitch in the System,https://www.imdb.com/title/tt0395204/?ref_=adv_li_tt,2003,7.7,119,"Metal Arms: Glitch in the System is set on the planet Ironstar, a world solely inhabited by a friendly race of robots known as Droids. In an attempt to upgrade himself, the Droid's ... See full summary »"
Metal Gear Ac!d,https://www.imdb.com/title/tt0424277/?ref_=adv_li_tt,2004,7.2,133,"The year is 2016. An airplane is hijacked by unknown terrorists. On the board of the plane is senator Hach, an important US politician, who might be the next president of the country. In ... See full summary »"
Metal Gear Rising: Revengeance,https://www.imdb.com/title/tt1602611/?ref_=adv_li_tt,2013,7.7,"2,363","In the year 2018, cybernetic soldier Raiden goes on a mission to stop a terrorist organization from starting a war for financial gain."
Metal Gear Solid,https://www.imdb.com/title/tt0180825/?ref_=adv_li_tt,1998,9.6,"11,780","A crack government anti-terrorist squad takes over an obscure Alaskan nuclear disposal facility. Solid Snake is up for the task to infiltrate the facility, rescue the two hostages and thwart the terrorists' plans."
Metal Gear Solid 2: Sons of Liberty,https://www.imdb.com/title/tt0249008/?ref_=adv_li_tt,2001,9.0,"8,557","Two years after the death of Solid Snake, a rookie FOX-HOUND agent, on his first mission, infiltrates an offshore decontamination facility to rescue the President."
Metal Gear Solid 2: Substance,https://www.imdb.com/title/tt0342767/?ref_=adv_li_tt,2002,9.0,"2,123","Enhanced version of Metal Gear Solid 2: Sons of Liberty (2001); adding VR missions, 5 Short-Story missions with Snake at the helm, ""Skater Mode"" and more."
Metal Gear Solid 3: Snake Eater,https://www.imdb.com/title/tt0365498/?ref_=adv_li_tt,2004,9.5,"10,445","In 1964, a U.S. government operative codenamed ""Snake"" must infiltrate mountainous Soviet territory to rescue a scientist building a weapon of terrible power."
Metal Gear Solid 3: Subsistence,https://www.imdb.com/title/tt0462422/?ref_=adv_li_tt,2005,9.5,"2,529","Enhanced version of Metal Gear Solid 3: Snake Eater (2004) with many added features; such as the free range camera, new camouflage outfits, bonus levels and a theater mode."
Metal Gear Solid 4: Guns of the Patriots,https://www.imdb.com/title/tt0462423/?ref_=adv_li_tt,2008,9.4,"10,612","When the nations of the world rely upon private military companies to fight their battles for them, renegade Liquid Ocelot emerges as the head of a potent coalition of mercenary powers. Solid Snake returns to save the world once again."
Metal Gear Solid V: Ground Zeroes,https://www.imdb.com/title/tt3685522/?ref_=adv_li_tt,2014,7.6,"2,915","Set in March 1975, a few months after the events of Peace Walker, Snake infiltrates an American black site on Cuban soil called Camp Omega to extract two prisoners."
Metal Gear Solid V: The Phantom Pain,https://www.imdb.com/title/tt2370518/?ref_=adv_li_tt,2015,8.8,"7,477","After awakening from a nine year coma, Big Boss forms a new mercenary group called, Diamond Dogs, and teams up with his former rival, Ocelot, to track down the men responsible for the destruction of MSF."
Metal Gear Solid: Digital Graphic Novel,https://www.imdb.com/title/tt0816163/?ref_=adv_li_tt,2006,8.0,119,"In this interactive adaptation of the comic book version of Metal Gear Solid (1998), the legendary Solid Snake takes on a rogue special forces unit threatening the world with a nuclear strike."
Metal Gear Solid: Peace Walker,https://www.imdb.com/title/tt1531061/?ref_=adv_li_tt,2010,8.4,"2,182","In 1974, Snake (a.k.a. Big Boss) is no longer part of the US special forces and has his own merc team. While on a mission in South America, they encounter a strange hostile merc unit with far superior equipment than their latest tech."
Metal Gear Solid: Portable Ops,https://www.imdb.com/title/tt0844716/?ref_=adv_li_tt,2006,7.9,904,"In 1970, six years after the events of Metal Gear Solid 3: Snake Eater (2004), Snake has to fight against his own unit, FOX, which has turned renegade and captured a nuclear base in South America."
Metal Gear Solid: Snake Eater 3D,https://www.imdb.com/title/tt11496778/?ref_=adv_li_tt,2012,8.2,19,An all-new re-interpretation of Metal Gear Solid 3: Snake Eater (2004) on Nintendo 3DS.
Metal Gear Solid: The Twin Snakes,https://www.imdb.com/title/tt0365499/?ref_=adv_li_tt,2004,8.9,"1,627",A retired mercenary is called upon by the U.S. government to handle a hostile takeover of an Alaskan military base by his former special forces group. A remake of Metal Gear Solid (1998).
Metal Saga,https://www.imdb.com/title/tt1235793/?ref_=adv_li_tt,2005,0.0,0,Add a Plot
Metal Slug 7,https://www.imdb.com/title/tt6396688/?ref_=adv_li_tt,2008,7.4,39,"Marco, Tarma, Eri, and Fio have tracked down General Morden and his forces to a giant island landfill that has been converted into a military fortress. But the mission won't be easy, as a ... See full summary »"
Metal Slug Advance,https://www.imdb.com/title/tt0445563/?ref_=adv_li_tt,2004,6.9,65,The first Metal Slug game released on the Gameboy Advance.
Metal Slug Anthology,https://www.imdb.com/title/tt0928051/?ref_=adv_li_tt,2006,7.9,214,"Metal Slug, Metal Slug 2, Metal Slug X, Metal Slug 3, Metal Slug 4, Metal Slug 5. and Metal Slug 6. The Metal Slug Anthology is a ""perfect translation"" of the arcade classics and features support for intense two-player action."
Metal Slug XX,https://www.imdb.com/title/tt10324402/?ref_=adv_li_tt,2009,6.7,20,Add a Plot
Meteos,https://www.imdb.com/title/tt0498696/?ref_=adv_li_tt,2005,7.7,25,Add a Plot
Metro 2033,https://www.imdb.com/title/tt1675746/?ref_=adv_li_tt,2010,8.0,"4,235","Man has fallen, struggling to survive within Moscow's metro. In the face of a new mysterious threat young Artyom must leave his home station for the first time, making a dangerous journey to the legendary Polis to enlist their help."
Metro: Last Light,https://www.imdb.com/title/tt2134101/?ref_=adv_li_tt,2013,8.2,"4,072","Following the events of Metro 2033, Artyom, now an experienced ranger, confronted with guilt must go on a journey to face threats from outside the metro and within, as he finds out that he is humanity's last salvation for peace."
Metroid,https://www.imdb.com/title/tt0186350/?ref_=adv_li_tt,1986,7.9,"1,384","Samus Aran, a bounty hunter, is send to destroy a band of space pirates who stolen a Galactic Federation-owned space research vessel with samples of Metroid, a dangerous parasitic lifeform."
Metroid II: Return of Samus,https://www.imdb.com/title/tt0208292/?ref_=adv_li_tt,1991,7.5,317,"After stopping the threat on the planet Zebes, Samus Aran is asked to eliminate the entire remaining Metroid population of the planet SR388."
Metroid Prime,https://www.imdb.com/title/tt0319854/?ref_=adv_li_tt,2002,8.9,"1,989","A Space Pirate distress signal draws bounty hunter Samus Aran to Tallon IV, a world she discovers is being consumed by a terrible poison."
Metroid Prime 2: Echoes,https://www.imdb.com/title/tt0430354/?ref_=adv_li_tt,2004,8.3,983,"Sent to assist a Galactic Federation squadron stranded on the planet Aether, Samus Aran is thrust into an all-but-lost war between the dying Luminoth race and the umbral demons known as the Ing, on a world torn between light and darkness."
Metroid Prime 3: Corruption,https://www.imdb.com/title/tt0944840/?ref_=adv_li_tt,2007,8.5,999,"Upon becoming leader of the Space Pirates, Dark Samus launches meteoric Phazon Seeds at 3 planets crucial to the Galactic Federation. After being infected by phazon, Samus and her fellow bounty hunters set out to counter Dark Samus' forces."
Metroid Prime Hunters,https://www.imdb.com/title/tt0430355/?ref_=adv_li_tt,2006,6.8,252,"Taking place between Metroid Prime and Metroid Prime 2: Echoes, this adventure follows bounty hunter Samus Aran as she attempts to recover mysterious artifacts, all the while being challenged by six other hunters as skilled as herself."
Metroid Prime: Federation Force,https://www.imdb.com/title/tt5523344/?ref_=adv_li_tt,2016,4.9,53,Newbies in Galactic Federation force are sent to the Bermuda system to investigate mysteries and discover secrets of past civilisations.
Metroid Prime: Trilogy,https://www.imdb.com/title/tt12471334/?ref_=adv_li_tt,2009,8.9,35,"A compilation of Metroid Prime, Metroid Prime 2: Echoes, and Metroid Prime 3 for the Nintendo Wii."
Metroid: Other M,https://www.imdb.com/title/tt1723646/?ref_=adv_li_tt,2010,6.4,402,"After her mission to destroy the Space Pirate homeworld, Zebes, Samus is traveling through space when her ship intercepts a distress signal from the derelict Bottleship."
Metroid: Zero Mission,https://www.imdb.com/title/tt0397089/?ref_=adv_li_tt,2004,8.4,646,The full story of Samus Aran's first mission unfolds.
Miami Law,https://www.imdb.com/title/tt1823719/?ref_=adv_li_tt,2009,0.0,0,Add a Plot
Miami Vice: The Game,https://www.imdb.com/title/tt0829477/?ref_=adv_li_tt,2006,7.1,43,Go deep undercover as narc officers Sonny Crockett and Ricardo Tubbs to bring down a South American drug lord.
Michael Jackson: The Experience,https://www.imdb.com/title/tt1754203/?ref_=adv_li_tt,2010,7.8,124,Dance like the King of Pop in this game.
Mickey's Speedway USA,https://www.imdb.com/title/tt0275517/?ref_=adv_li_tt,2000,7.4,90,Add a Plot
Micro Machines,https://www.imdb.com/title/tt0417967/?ref_=adv_li_tt,2002,6.9,37,Add a Plot
Micro Machines V3,https://www.imdb.com/title/tt5459650/?ref_=adv_li_tt,1997,6.4,29,Add a Plot
Middle-Earth: Shadow of Mordor,https://www.imdb.com/title/tt3330488/?ref_=adv_li_tt,2014,8.2,"5,606","The family of Talion, a ranger of Gondor responsible for guarding the Black Gate of Mordor, is killed by Saurons armies, but Talion is revived with wraith-like abilities and heads into Mordor to exact his revenge."
Midnight Club 3: DUB Edition,https://www.imdb.com/title/tt0457413/?ref_=adv_li_tt,2005,8.4,406,"Midnight Club is a racing game with lots of cars, trucks, and motorcycles. You can detail any vehicle the way you like and do lots of street races."
Midnight Club II,https://www.imdb.com/title/tt0365503/?ref_=adv_li_tt,2003,7.2,271,Prove your racing skills in three famous cities to beat the best of the best in this open world racing game that features motorcycles.
Midnight Club: Los Angeles,https://www.imdb.com/title/tt1314798/?ref_=adv_li_tt,2008,7.5,424,"You play as a driver, who races his way through illegal street races in an open world Los Angeles."
Midnight Club: Street Racing,https://www.imdb.com/title/tt0363815/?ref_=adv_li_tt,2000,6.5,82,"In secret gatherings around the world a mysterious group of urban street racers, Known as the Midnight Club, Race for pride, Power, and glory in sleekly customized, Tricked-out sports cars."
Midnight Mysteries: The Edgar Allan Poe Conspiracy,https://www.imdb.com/title/tt2238094/?ref_=adv_li_tt,2009,0.0,0,Add a Plot
Might & Magic Heroes VI,https://www.imdb.com/title/tt1849780/?ref_=adv_li_tt,2011,6.3,145,"After the murder of Slava, the Duke of the Griffin Duchy, his five children are scattered all over Ashan to different factions and get drawn into an rekindled ancient war between angels and demons."
Might & Magic: Clash of Heroes,https://www.imdb.com/title/tt3649812/?ref_=adv_li_tt,2009,7.4,41,Add a Plot
Mighty No. 9,https://www.imdb.com/title/tt3158298/?ref_=adv_li_tt,2016,3.7,190,"From famed Mega Man creator creator Keiji Inafune comes Mighty No. 9, a side-scrolling action game that takes the best aspects of the 8- and 16-bit era classics you know and love, and ... See full summary »"
Mind Quiz: Your Brain Coach,https://www.imdb.com/title/tt10569944/?ref_=adv_li_tt,2006,0.0,0,"It involves playing different training exercises to measure and improve particular parts of the player's brain, such as one's brain age and its brain stress degree."
MindJack,https://www.imdb.com/title/tt6044094/?ref_=adv_li_tt,2011,1.8,45,Add a Plot
Mini Ninjas,https://www.imdb.com/title/tt1972713/?ref_=adv_li_tt,2009,7.2,121,Mini Ninjas is about a band of ninjas joined together on a quest to restore order and defeat the evil War Lord who controls everyone and everything.
Minute to Win It,https://www.imdb.com/title/tt2101401/?ref_=adv_li_tt,2011,6.3,8,Add a Plot
Mirror's Edge,https://www.imdb.com/title/tt1578126/?ref_=adv_li_tt,2008,7.6,"3,889","A popular politician is murdered and Faith's sister is arrested, whilst Faith escapes. Now she must try to unravel the circumstances of Pope's murder and to relieve her sister."
Mischief Makers,https://www.imdb.com/title/tt0793553/?ref_=adv_li_tt,1997,8.3,65,"When Professor Theo is kidnapped, his robotic maid, Marina, sets out to rescue him."
Missile Command,https://www.imdb.com/title/tt0294730/?ref_=adv_li_tt,1980,7.0,156,"Missiles from the sky are attacking the cities, you, as the player, must defend the 6 cities as long as you can."
