name,url,year,rating,votes,plot
Superman: Shadow of Apokolips,https://www.imdb.com/title/tt0395274/?ref_=adv_li_tt,2002,6.9,114,"A new gang of Robots from Apokolips has come to bring new weapons in hopes of defeating Superman and taking over Earth. Superman must stop them, as well as stopping Parasite and Metallo who have been set free by these Apokoliptic machines."
Superman: The Man of Steel,https://www.imdb.com/title/tt1453257/?ref_=adv_li_tt,2002,6.5,63,"The son of Krypton,Kal-el,mostly know as Superman,must save Metropolis from an invasion."
Supreme Commander,https://www.imdb.com/title/tt0489287/?ref_=adv_li_tt,2007,7.8,223,The humans are under attack from an alien race. Take command of fast depleting army and wriggle you way through an extremely strategic campaign to restore balance to the universe.
Supreme Commander 2,https://www.imdb.com/title/tt1669693/?ref_=adv_li_tt,2010,7.1,71,Add a Plot
Supreme Commander: Forged Alliance,https://www.imdb.com/title/tt1369585/?ref_=adv_li_tt,2007,8.5,86,Add a Plot
Surf's Up,https://www.imdb.com/title/tt1051265/?ref_=adv_li_tt,2007,6.3,361,Surf's Up is an exciting arcade surfing and extreme sports action game based on the movie of the same name.
Sword Art Online: Infinity Moment,https://www.imdb.com/title/tt6695458/?ref_=adv_li_tt,2013,8.6,21,A glitch causes Kirito and the other players to remain in Sword Art Online despite defeating Heathcliff.
Sword of Mana,https://www.imdb.com/title/tt10774276/?ref_=adv_li_tt,2003,7.6,14,Save the Mana Tree and fight the Dark Lord choosing one of the 2 paths playing as one of of the 2 different boy and girl characters.
Syberia,https://www.imdb.com/title/tt0436810/?ref_=adv_li_tt,2002,8.4,"1,013",N.Y. Lawyer Kate Walker embarks on a journey of self-discovery after she is sent to France to negotiate a deal that winds up sending her on the trail of a brain-damaged genius.
Syberia II,https://www.imdb.com/title/tt0406248/?ref_=adv_li_tt,2004,8.3,768,"Kate, Hans and Oscar are heading to Syberia. Along the way, they have to overcome many obstacles and deal with shady characters to uncover clues vital to the continuation of their quest."
Syndicate,https://www.imdb.com/title/tt2084950/?ref_=adv_li_tt,2012,7.0,469,"In the year 2069, agent Miles Kilo of EuroCorp must help to eliminate important personnel from rival corporations."
Syphon Filter,https://www.imdb.com/title/tt0255628/?ref_=adv_li_tt,1999,8.0,870,"A secret US government called ""The Agency"" sends agent Gabe Logan around the world to stop terrorists and find out about the secret weapon called Syphon Filter."
Syphon Filter 2,https://www.imdb.com/title/tt0259025/?ref_=adv_li_tt,2000,8.2,574,The sequel to Syphon Filter (1999) takes place right after the first one. The Agency has apparently betrayed Gabe Logan and framed him for the Khazakstani ICBM missile launch containing the Syphon Filter virus that was destroyed by him.
Syphon Filter 3,https://www.imdb.com/title/tt0287740/?ref_=adv_li_tt,2001,7.5,358,"""The Agency"" has put Lian and Gabe on trial for crimes they did not commit while they secretly plot to distribute Syphon Filter, a deadly virus, throughout the population. And with Gabe and Lian on trial there would be no one to stop them."
Syphon Filter: Dark Mirror,https://www.imdb.com/title/tt0826638/?ref_=adv_li_tt,2006,7.4,159,"The Syphon Filter fiasco is finally over, and Gary Stoneman's assassination of Mara and Elsa ends the conspiracy for good, but the IPCA must solve a new case when paramilitary squads ... See full synopsis »"
Syphon Filter: Logan's Shadow,https://www.imdb.com/title/tt1198090/?ref_=adv_li_tt,2007,8.3,77,Gabe Logan continues on his various espionage missions while he finds out his long time partner and friend may be a double agent.
Syphon Filter: The Omega Strain,https://www.imdb.com/title/tt0380013/?ref_=adv_li_tt,2004,6.0,111,"Gabe Logan is now in charge of the Agency and it's about time too. The Syphon Filter virus is radiply spreading all over the world, and Gabe must hire new recruits to eliminate the ... See full summary »"
System Flaw,https://www.imdb.com/title/tt3013726/?ref_=adv_li_tt,2009,0.0,0,Add a Plot
TMNT,https://www.imdb.com/title/tt1038098/?ref_=adv_li_tt,2007,6.5,292,"The Ninja Turtles have since grown apart. But through vigorous training and thrilling battles against all new opponents, they learn to unite and work together as a family in order to save the world from invading monsters."
TMNT: Mutant Melee,https://www.imdb.com/title/tt0861364/?ref_=adv_li_tt,2005,7.0,61,Add a Plot
TNA iMPACT!,https://www.imdb.com/title/tt1291077/?ref_=adv_li_tt,2008,6.1,128,"TNA iMPACT is the first video game released by the professional wrestling promotion, Total Nonstop Action Wrestling (TNA). The game was developed by Midway Studios in Los Angeles and published by Midway Games."
Tactics Ogre: Let Us Cling Together,https://www.imdb.com/title/tt5034402/?ref_=adv_li_tt,1995,8.5,32,"The land of Valeria is in a state of constant tension between the three nations that populate it. The Gargastan people, which constitute the majority, find themselves in a turbulent ... See full summary »"
Tail Concerto,https://www.imdb.com/title/tt0397109/?ref_=adv_li_tt,1998,8.1,33,"Waffle Ryebread, a police dog, whose vacation is interrupted when he gets a call from headquarters saying that the Black Cats Gang are attacking Resaca. Waffle with his trusty Police Robo ... See full summary »"
Tak 2: The Staff of Dreams,https://www.imdb.com/title/tt0433463/?ref_=adv_li_tt,2004,7.3,70,Tak must use the Staff of Dreams to stop himself from suffering a deep sleep.
Tak and the Guardians of Gross,https://www.imdb.com/title/tt1401148/?ref_=adv_li_tt,2008,7.4,14,Tak has to stop the Big Gs with the help of four Juju.
Tak and the Power of Juju,https://www.imdb.com/title/tt0378839/?ref_=adv_li_tt,2003,6.8,149,Tak must save the Pupanunu people from Tlaloc's evil spell!
Tales of Berseria,https://www.imdb.com/title/tt5792582/?ref_=adv_li_tt,2016,7.9,243,Seven years have past since Velvet and Laphicet lost their sister and mother figure Celica to daemons. Now the scarlet night comes again sending Velvet on a revenge fueled rampage that will see her become The Lord of Calamity.
Tales of Destiny,https://www.imdb.com/title/tt7060414/?ref_=adv_li_tt,2006,8.5,6,Add a Plot
Tales of Destiny 2,https://www.imdb.com/title/tt6915552/?ref_=adv_li_tt,2002,0.0,0,"The story, set eighteen years after Destiny, follows Kyle Dunamis, the son of the previous game's protagonists Stahn Aileron and Rutee Katrea. Shortly after meeting a mysterious girl named ... See full summary »"
Tales of Destiny II,https://www.imdb.com/title/tt0371284/?ref_=adv_li_tt,2000,8.3,72,"Reid Hershel, Farrah Oersted, and a mysterious girl named Meredy must embark on a journey to learn the truth on the fate of their world. The story begins when Reid and Farrah attend to the ... See full summary »"
Tales of Graces,https://www.imdb.com/title/tt21294720/?ref_=adv_li_tt,2009,0.0,0,Add a Plot
Tales of Graces f,https://www.imdb.com/title/tt2318691/?ref_=adv_li_tt,2010,7.9,90,A young man with a training of the knight and his group of friends must save the world after a king that they also consider their friend begins acting strangely.
Tales of Innocence R,https://www.imdb.com/title/tt14694978/?ref_=adv_li_tt,2012,0.0,0,Add a Plot
Tales of Legendia,https://www.imdb.com/title/tt0486659/?ref_=adv_li_tt,2005,7.7,72,Add a Plot
Tales of Phantasia,https://www.imdb.com/title/tt0371285/?ref_=adv_li_tt,1995,7.4,126,"A sinister being who calls himself Dhaos wishes to suck the earth dry of its resources. He seeks the power of the Tree of Life to create a Mana seed. Cless, Klarth, Chester, Archie, and ... See full summary »"
Tales of Phantasia: Narikiri Dungeon X,https://www.imdb.com/title/tt14551070/?ref_=adv_li_tt,2010,0.0,0,Add a Plot
Tales of Rebirth,https://www.imdb.com/title/tt7549914/?ref_=adv_li_tt,2004,0.0,0,"Tales of Rebirth is set in a world where humans (called Huma) and beast people (Gajuma) coexist in relative peace. The world's magical power is called Force, which manifests in various ... See full summary »"
Tales of Symphonia,https://www.imdb.com/title/tt0417183/?ref_=adv_li_tt,2003,8.6,707,"Lloyd Irving and his childhood friend Colette are destined to go on a journey to save the world of Sylvarant, but doing so may endanger Tethe'alla, a world parallel to theirs."
Tales of Symphonia: Dawn of the New World,https://www.imdb.com/title/tt1355605/?ref_=adv_li_tt,2008,6.5,97,Add a Plot
Tales of VS.,https://www.imdb.com/title/tt8557298/?ref_=adv_li_tt,2009,0.0,0,Add a Plot
Tales of Vesperia,https://www.imdb.com/title/tt1288604/?ref_=adv_li_tt,2008,8.3,287,"A former Imperial soldier is thrown in jail and forms a guild called Brave Vesperia to aid Estelle, a noble woman he encountered while escaping."
Tales of Xillia,https://www.imdb.com/title/tt7383768/?ref_=adv_li_tt,2011,7.7,79,Add a Plot
Tales of Xillia 2,https://www.imdb.com/title/tt7384094/?ref_=adv_li_tt,2012,7.2,39,Ludger Kresnik meets Elle Marta a young girl travelling alone attempting to reunite with her father. His choice to accompany her will send the two on a journey that will change the fate of the worlds forever.
Tales of Zestiria,https://www.imdb.com/title/tt4968070/?ref_=adv_li_tt,2015,6.6,123,"In a world torn by war between two powerful nations fighting for rule and supremacy, a Sheperd must battle Malevolence and reunite humans and Seraphim."
Tales of the Abyss,https://www.imdb.com/title/tt0795479/?ref_=adv_li_tt,2005,7.8,226,"Tales of the Abyss is the story of Luke fon Fabre's unintentional journey outside of his mansion, which he has been locked inside of for the last several years, since he was found in an ... See full summary »"
Tales of the Heroes: Twin Brave,https://www.imdb.com/title/tt8557400/?ref_=adv_li_tt,2012,0.0,0,Add a Plot
Tales of the World: Radiant Mythology,https://www.imdb.com/title/tt0992932/?ref_=adv_li_tt,2006,8.3,50,"Tales of the World: Radiant Mythology is a spin-off of the Tales of the World series, which is in turn part of the Tales series. It is a single-player role-playing game. The player creates ... See full summary »"
Tales of the World: Radiant Mythology 2,https://www.imdb.com/title/tt3762056/?ref_=adv_li_tt,2009,0.0,0,Add a Plot
Tales of the World: Radiant Mythology 3,https://www.imdb.com/title/tt3762060/?ref_=adv_li_tt,2011,0.0,0,Add a Plot
Tao Feng: Fist of the Lotus,https://www.imdb.com/title/tt0430661/?ref_=adv_li_tt,2003,6.5,60,"X-Box exclusive fighting game from the co-creator of Mortal Kombat set in New China, a non-communist country formed on the Pacific coast of North America, about two rival sects battling it out to receive the divine gift of immortality."
Taz Wanted,https://www.imdb.com/title/tt0414575/?ref_=adv_li_tt,2002,7.6,59,"Taz must destroy every ""wanted"" poster and save Sheila, passing through different places."
Tearaway Unfolded,https://www.imdb.com/title/tt4775024/?ref_=adv_li_tt,2015,7.1,129,"A PS4 remake of the original, you control the messengers Iota or Atoi who are tasked with delivering a message to a portal that has mysteriously opened in the sky, displaying you (referred to as ""The You"" in game)."
Tecmo Classic Arcade,https://www.imdb.com/title/tt5884624/?ref_=adv_li_tt,2005,0.0,0,Add a Plot
Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt0433090/?ref_=adv_li_tt,2003,7.3,201,"When Raphael and Michelangelo discover the entrance to a large tunnel in their house, Donatello's newly found crystal starts glowing. The turtles enter the tunnel but are soon confronted by genetically mutated humans."
Teenage Mutant Ninja Turtles 2: Battle Nexus,https://www.imdb.com/title/tt0432367/?ref_=adv_li_tt,2004,7.4,113,"The sequel to Teenage Mutant Ninja Turtles (2003), Teenage Mutant Ninja Turtles 2: Battle Nexus sets the turtle quartet on another adventure from the series' second season, this time allowing the entire team to work together via a 4-player multiplayer mode."
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,https://www.imdb.com/title/tt0464254/?ref_=adv_li_tt,2005,6.7,82,"In their third outrageous, bodacious adventure, the Teenage Mutant Ninja Turtles must save New York from an invasion of that unruly alien race, The Triceratons, who have come in search of ... See full summary »"
Teenage Mutant Ninja Turtles II: Back from the Sewers,https://www.imdb.com/title/tt0445751/?ref_=adv_li_tt,1991,7.5,161,Add a Plot
Teenage Mutant Ninja Turtles III: The Manhattan Project,https://www.imdb.com/title/tt0293636/?ref_=adv_li_tt,1991,7.7,343,"The Teenage Mutant Ninja Turtles take a relaxing vacation in Key West, Florida. One day while watching April O'Neil's news broadcast, Shredder appears, captures April and suddenly causes Manhattan Island to raise high into the air."
Teenage Mutant Ninja Turtles: Danger of the Ooze,https://www.imdb.com/title/tt5558512/?ref_=adv_li_tt,2014,4.7,33,Add a Plot
Teenage Mutant Ninja Turtles: Mutants in Manhattan,https://www.imdb.com/title/tt5546610/?ref_=adv_li_tt,2016,5.8,123,"When the Shredder and Krang team up to launch a takeover of Earth, the Turtles must rally to stop their invasion."
Teenage Mutant Ninja Turtles: Smash-Up,https://www.imdb.com/title/tt1467303/?ref_=adv_li_tt,2009,7.8,68,The video game based on the tmnt movie. The turtles fight against the foot clan in New York city
Tekken 3D: Prime Edition,https://www.imdb.com/title/tt2777656/?ref_=adv_li_tt,2012,6.1,22,"A portable 3D version of Tekken 6 (2007) for the Nintendo 3DS, including the CGI movie Tekken: Blood Vengeance (2011)."
