name,url,year,rating,votes,plot,Key
Cartoon Network: Block Party,https://www.imdb.com/title/tt14757854/?ref_=adv_li_tt,2004,0.0,0,"Your favorite Cartoon Network characters have arrived on the Game Boy Advance for this awesome party game, Challenge your friends in 4 awesome colorful boards themed around the shows.",tt14757854
Lightyears from Home,https://www.imdb.com/title/tt14758464/?ref_=adv_li_tt,2022,0.0,0,Story-based survival metroidvania about an engineer following clues to an unknown galaxy in search of someone who had long gone missing.,tt14758464
Adventure Time: Ski Safari,https://www.imdb.com/title/tt14760210/?ref_=adv_li_tt,2013,0.0,0,"Adventure Time meets Ski Safari, Shred the slopes of Ooo with Finn or BMO in this endlessly fun downhill adventure.",tt14760210
Steven Universe: Soundtrack Attack,https://www.imdb.com/title/tt14761470/?ref_=adv_li_tt,2016,8.3,6,"Soundtrack Attack is a rhythm runner set to the music of Steven Universe, Tap, hold, and swipe along to the music to unleash awesome attacks and outrun the Homeworld gems in Soundtrack Attack.",tt14761470
The Dark Crystal: Age of Resistance Tactics,https://www.imdb.com/title/tt14764570/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14764570
Fort Wars,https://www.imdb.com/title/tt14765554/?ref_=adv_li_tt,2006,0.0,0,A bloodsport subgenre of RTS game based on Matei's Norse Wars for Age of Mythology.,tt14765554
VR Jetpack Game,https://www.imdb.com/title/tt14765676/?ref_=adv_li_tt,2021,0.0,0,Physics-based VR with full freedom of flight. VR that feels and controls like a real jetpack. A realtime multiplayer VR arena.,tt14765676
Hades 9,https://www.imdb.com/title/tt14765738/?ref_=adv_li_tt,0,0.0,0,Add a Plot,tt14765738
Doom Resurrection,https://www.imdb.com/title/tt14765758/?ref_=adv_li_tt,2009,0.0,0,"Immerse yourself in the first person on rails experience that takes your iPhone or iPod Touch beyond previously imagined limits. Introducing DOOM Resurrection, a brand new, chapter in the legendary DOOM Saga.",tt14765758
Bruce Lee: Dragon Warrior,https://www.imdb.com/title/tt14765848/?ref_=adv_li_tt,2010,0.0,0,Add a Plot,tt14765848
Canabalt,https://www.imdb.com/title/tt14766330/?ref_=adv_li_tt,2009,7.7,6,"Escape the destruction of your city with just one button, The game that popularized the infinite runner genre is back with two-player mode and new challenges.",tt14766330
Asphalt 6: Adrenaline,https://www.imdb.com/title/tt14766628/?ref_=adv_li_tt,2010,0.0,0,Feel the thrill of racing like never before in the newest adrenaline-pumping edition of the Asphalt series.,tt14766628
Modern Combat 2: Black Pegasus,https://www.imdb.com/title/tt14766660/?ref_=adv_li_tt,2010,6.6,8,Modern Combat 2: Black Pegasus is a stylish first-person shooter for Android and iOS which takes you to the heart of war in a variety of locations around the world.,tt14766660
Real Racing 2,https://www.imdb.com/title/tt14766716/?ref_=adv_li_tt,2010,0.0,0,"Real Racing 2 expands the racing grid of its predecessor, with a new range of cars and tracks and a multitude of new options.",tt14766716
Minecraft x Ben 10 DLC,https://www.imdb.com/title/tt14766856/?ref_=adv_li_tt,2021,0.0,0,"It's time to go hero. Help Ben, Gwen, and Grandpa Max defeat the alien invasion by recovering the missing DNA and transforming into alien heroes to defeat villains like Vilgax, Zombozo, and Kevin 11.",tt14766856
Tales of the Rays: Mirrage Prison,https://www.imdb.com/title/tt14768128/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14768128
Cabela's African Safari,https://www.imdb.com/title/tt14770072/?ref_=adv_li_tt,2006,0.0,0,Add a Plot,tt14770072
Tales of the Rays: Fairy's Requiem,https://www.imdb.com/title/tt14770352/?ref_=adv_li_tt,2019,0.0,0,Add a Plot,tt14770352
Tales of the Rays: Last Cradle,https://www.imdb.com/title/tt14770440/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14770440
Star Trek D·A·C,https://www.imdb.com/title/tt1477181/?ref_=adv_li_tt,2009,4.9,45,Add a Plot,tt1477181
Menos: Psi Shatter,https://www.imdb.com/title/tt14772222/?ref_=adv_li_tt,2021,0.0,0,"A high-impact, physics based Shooter with a Telekinetic protagonist. Throw enemies and pick up weapons with your mind while battling through the depths of Site Echo, a research facility losing control of a world consuming force.",tt14772222
Everyday Today's Menu for Emiya Family,https://www.imdb.com/title/tt14773000/?ref_=adv_li_tt,2021,0.0,0,Add a Plot,tt14773000
Overboard!,https://www.imdb.com/title/tt14773300/?ref_=adv_li_tt,2021,7.8,6,Get away with murder. Highly replayable detective game where you're the one whodunnit.,tt14773300
Sonic Colors: Ultimate,https://www.imdb.com/title/tt14773732/?ref_=adv_li_tt,2021,6.7,87,"Join Sonic in the high-speed adventure of a lifetime, now with stunning upscaled visuals, additional features, a new game mode, and enhanced gameplay, This game is the Ultimate way to experience Sonic Colors.",tt14773732
Guitar Hero 5,https://www.imdb.com/title/tt1477854/?ref_=adv_li_tt,2009,6.9,391,"Supporting up to four players on a local network, Guitar Hero 5 encourages players to drop-in and drop-out of their 85-strong track-list in a cooperative, competitive, and multi-instrumental gaming experience.",tt1477854
Gujian: Swords of Legends Online,https://www.imdb.com/title/tt14780392/?ref_=adv_li_tt,2021,0.0,0,Swords of Legends Online is an action MMORPG set in a breathtaking fantasy world with sophisticated combat mechanics and a unique story line based on Chinese mythology.,tt14780392
Cloudy with a Chance of Meatballs,https://www.imdb.com/title/tt1478314/?ref_=adv_li_tt,2009,7.1,99,Flint Lockwood must fix his mistakes by cleaning up the food he has caused to rain from the sky.,tt1478314
Super Bomberman R Online,https://www.imdb.com/title/tt14785446/?ref_=adv_li_tt,2020,4.5,7,Super Bomberman R Online is an online multiplayer game for up to 64 players that turns the classic Bomberman gameplay into a survival title of the Battle Royale kind. In large games players... See full summary »,tt14785446
60 Seconds!,https://www.imdb.com/title/tt14787660/?ref_=adv_li_tt,2015,6.6,18,"60 Seconds is a dark comedy atomic adventure of scavenge and survival, Collect supplies and rescue your family before the nuke hits, Stay alive in your fallout shelter, Make difficult decisions, ration food and water and survive.. Or not.",tt14787660
Sigi: A Fart for Melusina,https://www.imdb.com/title/tt14788072/?ref_=adv_li_tt,2017,0.0,0,Add a Plot,tt14788072
Cuboid Bouncer,https://www.imdb.com/title/tt14788546/?ref_=adv_li_tt,2021,0.0,0,Cuboid Bouncer is a 3D side-scroller video game with different challenges on each level. The player is called Cuboid (a cube like character) that must jump or bounce its way through the different obstacles.,tt14788546
Warhammer: Shadow of the Horned Rat,https://www.imdb.com/title/tt14790532/?ref_=adv_li_tt,1996,0.0,0,Add a Plot,tt14790532
Shutshimi,https://www.imdb.com/title/tt14793444/?ref_=adv_li_tt,2015,0.0,0,Add a Plot,tt14793444
Red Dead Redemption,https://www.imdb.com/title/tt1479962/?ref_=adv_li_tt,2010,9.5,"26,627",A former outlaw is forced by the federal government to hunt down the members of his old gang.,tt1479962
Anime World,https://www.imdb.com/title/tt14799814/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14799814
Cap'n Crunch's Crunchling Adventure,https://www.imdb.com/title/tt14804404/?ref_=adv_li_tt,1999,0.0,0,Add a Plot,tt14804404
Dexter's Laboratory: Deesaster Strikes!,https://www.imdb.com/title/tt14809292/?ref_=adv_li_tt,2001,0.0,0,"Dexter must stop Dee Dee from destroying his laboratory, after she clones herself using his clone-a-matic machine.",tt14809292
Pier Pressure,https://www.imdb.com/title/tt14810958/?ref_=adv_li_tt,2020,0.0,0,"Take flight in one of three unique ships to battle across a city sky, through a dark cave, along the bottom of the sea, and into a secret lab. Confront a buff, flamboyant crawfish scientist to retrieve the Power Pearl and save your job.",tt14810958
Battlefield 2042,https://www.imdb.com/title/tt14817834/?ref_=adv_li_tt,2021,2.8,643,In the near future the world has entered a set of constant chaos with a massive immigration crisis birthing a rebellion against the last all encompassing world government.,tt14817834
Battlefield 2042,https://www.imdb.com/title/tt14817834/?ref_=adv_li_tt,2021,2.8,644,In the near future the world has entered a set of constant chaos with a massive immigration crisis birthing a rebellion against the last all encompassing world government.,tt14817834
DragonFire Bedrock Edition,https://www.imdb.com/title/tt14818538/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14818538
The Elder Scrolls Online: Blackwood,https://www.imdb.com/title/tt14819296/?ref_=adv_li_tt,2021,7.2,18,"A deal made with the Prince of Destruction comes due in The Elder Scrolls Online: Blackwood. Explore Imperial cities and murky bogs, uncover Mehrunes Dagon's sinister plot, and never adventure alone with the new Companions System.",tt14819296
Jalopy,https://www.imdb.com/title/tt14819412/?ref_=adv_li_tt,2016,7.8,5,"Build, repair, refuel and drive a dilapidated old car on a grand journey through the territories of the former Eastern bloc, Explore Germany, CSFR, Hungary, Yugoslavia and Bulgaria.",tt14819412
Shadow Tower,https://www.imdb.com/title/tt14821620/?ref_=adv_li_tt,1998,0.0,0,Ruus Hardy returns home to his city Zeptar only to find his city and tower sucked into the underworld. He gets the sword and goes in the tower to save his city.,tt14821620
Super Mombo Quest,https://www.imdb.com/title/tt14823564/?ref_=adv_li_tt,2020,7.3,7,"Bounce and stomp through an enormous interconnected world, doing some intense acrobatics and getting huge combos, A super fast precision platformer that mixes up a Metroidvania world with classic Arcade mechanics.",tt14823564
Nonstop Knight,https://www.imdb.com/title/tt14824648/?ref_=adv_li_tt,2016,0.0,0,Add a Plot,tt14824648
Age of Zombies,https://www.imdb.com/title/tt14825070/?ref_=adv_li_tt,2010,0.0,0,"The evil Professor Brains has sent hordes of zombies back to various periods in history to destroy mankind, It's up to time traveling protagonist Barry Steakfries to foil this evil scheme.",tt14825070
Dan the Man,https://www.imdb.com/title/tt14825302/?ref_=adv_li_tt,2015,5.3,7,"With a cracking funny story, Upgradeable fighting skills and an epic arsenal of weapons, Dan The Man's arcade fight fest has enough enemies and boss fights to satisfy hardcore Action Platformer enthusiast and every indie game lover.",tt14825302
Necromunda: Hired Gun,https://www.imdb.com/title/tt14826844/?ref_=adv_li_tt,2021,5.8,28,Add a Plot,tt14826844
Final Fantasy VII Remake: Episode Intermission,https://www.imdb.com/title/tt14826924/?ref_=adv_li_tt,2021,8.1,89,Follows Yuffie Kisaragi as she enters Midgar in search of a hidden materia.,tt14826924
Dora the Explorer: Dora Saves the Crystal Kingdom,https://www.imdb.com/title/tt14827132/?ref_=adv_li_tt,2009,0.0,0,Add a Plot,tt14827132
Eti Yami: Mekanik Istila,https://www.imdb.com/title/tt14831100/?ref_=adv_li_tt,2006,0.0,0,Add a Plot,tt14831100
Dungeons & Dragons: Dark Alliance,https://www.imdb.com/title/tt14831430/?ref_=adv_li_tt,2021,4.4,53,Dark Alliance brings to life the world of Dungeons and Dragons in an explosive action brawler filled with real-time combat and dynamic co-op. Frost giants and vengeful dragons roam ... See full summary »,tt14831430
Tiny Tina's Wonderlands,https://www.imdb.com/title/tt14831458/?ref_=adv_li_tt,2022,8.2,350,"Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry. Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina.",tt14831458
River City Ransom: Underground,https://www.imdb.com/title/tt14833364/?ref_=adv_li_tt,2017,0.0,0,"One of the best beat'em ups of the NES era is back, Alex and Ryan must take to the streets to help a new crop of fighters, You'll earn money, unlock moves, and upgrade your skills in a sprawling city.",tt14833364
The Survivalists,https://www.imdb.com/title/tt14833424/?ref_=adv_li_tt,2020,5.8,6,"A living world full of surprises, Secrets and danger awaits in The Survivalists, an adventure-filled survival sandbox set in The Escapists universe, Have you got what it takes to be a Survivalist ?",tt14833424
Atomicrops,https://www.imdb.com/title/tt14833488/?ref_=adv_li_tt,2019,5.0,5,"An action-packed roguelite where you must cultivate and defend the last farm in the post-apocalypse wasteland, Farm mutated crops, marry townsfolk, and kill every mutant creature that tries to invade.",tt14833488
Jurassic World Evolution 2,https://www.imdb.com/title/tt14833704/?ref_=adv_li_tt,2021,7.8,185,"Jurassic World Evolution 2 is the highly anticipated sequel to Jurassic World Evolution, Frontier's 2018 hit game, and further develops the groundbreaking management simulation of the first installment.",tt14833704
Finny the Fish & the Seven Waters,https://www.imdb.com/title/tt14833958/?ref_=adv_li_tt,2004,0.0,0,Add a Plot,tt14833958
Mighty Goose,https://www.imdb.com/title/tt14834052/?ref_=adv_li_tt,2021,4.7,12,"Mighty Goose is a fast paced run and gun shooter starring a bounty hunter Goose, Use epic weapons and devastating war machines to battle against screen filling bosses and hordes of enemies.",tt14834052
Nephise Begins,https://www.imdb.com/title/tt14834060/?ref_=adv_li_tt,2017,5.8,5,Add a Plot,tt14834060
Cryptex,https://www.imdb.com/title/tt14834076/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14834076
Recontact Istanbul,https://www.imdb.com/title/tt14834086/?ref_=adv_li_tt,2015,0.0,0,Add a Plot,tt14834086
Recontact Istanbul: Eyes of Sky,https://www.imdb.com/title/tt14834088/?ref_=adv_li_tt,2017,0.0,0,Add a Plot,tt14834088
Operation: Tango,https://www.imdb.com/title/tt14834780/?ref_=adv_li_tt,2021,6.8,18,Operation: Tango is an espionage-themed cooperative adventure challenging you and a friend to complete dangerous missions across the globe in a high-tech near-future world. As an exclusive ... See full summary »,tt14834780
Family Mysteries 3: Criminal Mindset,https://www.imdb.com/title/tt14836340/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14836340
Family Mysteries 2: Echoes of Tomorrow,https://www.imdb.com/title/tt14836394/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14836394
Family Mysteries: Poisonous Promises,https://www.imdb.com/title/tt14836460/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14836460
Quantum Derail,https://www.imdb.com/title/tt14837390/?ref_=adv_li_tt,2018,0.0,0,"Quantum Derail is a point and click adventure game set in the near future in which you play as a policeman solving a physics related mystery. You can play online in your browser, without ... See full summary »",tt14837390
Avatar: Frontiers of Pandora,https://www.imdb.com/title/tt14838040/?ref_=adv_li_tt,2023,0.0,0,"Players will take the role as Na'vi to explore and embark on a journey in a never-before-seen part of Pandora, the Western Frontier.",tt14838040
Bean's Quest,https://www.imdb.com/title/tt14838092/?ref_=adv_li_tt,2012,0.0,0,BEAN'S QUEST brings retro platforming to your mobile-phone-device-thing.,tt14838092
Bean's Quest 2: Bean Dreams,https://www.imdb.com/title/tt14838306/?ref_=adv_li_tt,2014,0.0,0,Bean Dreams is an action-packed platformer from the dream team that brought you Duet and Bean's Quest.,tt14838306
Little Red Riding Hood's Zombie BBQ,https://www.imdb.com/title/tt1484077/?ref_=adv_li_tt,2008,0.0,0,"After saving her grandmother from the claws of the Wolf and its army of the evil, everything seemed to have gone back to normal. Nothing further from reality. With the recent and tragic ... See full summary »",tt1484077
A Christmas Carol: The Video Game,https://www.imdb.com/title/tt1484146/?ref_=adv_li_tt,2009,6.7,251,"A foul-tempered and misanthropic miser is shown the error of his ways in a single night through the visits of a number of spirits, some kindly and jolly; some not so much.",tt1484146
Sort the Court,https://www.imdb.com/title/tt14842352/?ref_=adv_li_tt,2015,0.0,0,"Sort the Court puts the player in the role of a king (or queen) in charge of making decisions for their kingdom, Helping everyday people, animals and strange creatures with their everyday problems.",tt14842352
Hot Wheels: Beat That!,https://www.imdb.com/title/tt14843064/?ref_=adv_li_tt,2007,7.2,6,"Collect Hot wheels cars and race them against opponents and the clock with thrills, spills, loops and corkscrew.",tt14843064
Marvel's Guardians of the Galaxy,https://www.imdb.com/title/tt14844718/?ref_=adv_li_tt,2021,8.7,"3,390","After an epic conflict known as the Galactic War swept through the cosmos. Star-Lord recently formed the Guardians of the Galaxy, they've been together for less than a year.",tt14844718
Marvel's Guardians of the Galaxy,https://www.imdb.com/title/tt14844718/?ref_=adv_li_tt,2021,8.7,"3,389","After an epic conflict known as the Galactic War swept through the cosmos. Star-Lord recently formed the Guardians of the Galaxy, they've been together for less than a year.",tt14844718
Marvel's Guardians of the Galaxy,https://www.imdb.com/title/tt14844718/?ref_=adv_li_tt,2021,8.7,"3,381","After an epic conflict known as the Galactic War swept through the cosmos. Star-Lord recently formed the Guardians of the Galaxy, they've been together for less than a year.",tt14844718
Stranger of Paradise: Final Fantasy Origin,https://www.imdb.com/title/tt14844740/?ref_=adv_li_tt,2022,6.6,71,"Brought forth into the world of Cornelia, a group led by Jack Garland must face the threats brought by the malevolent Chaos, whose influence threatens to lead them down a dark descent to villainy.",tt14844740
Old King Graham,https://www.imdb.com/title/tt14845030/?ref_=adv_li_tt,2021,0.0,0,King Graham and his old friend Cedric the Owl search for the Holy Grail. Graham first ventures into the clouds and discovers a magical doorway leading to Manannan's lab. Graham then dives ... See full summary »,tt14845030
Monster Dash,https://www.imdb.com/title/tt14849184/?ref_=adv_li_tt,2011,0.0,0,"Join Barry Steakfries in a world full of menacing monster mayhem, Dash as fast as you can, Shoot hordes of monsters, Jump over oncoming enemies, Welcome players to.. Monster Dash.",tt14849184
Battlefield Heroes,https://www.imdb.com/title/tt1484925/?ref_=adv_li_tt,2009,6.1,133,"It's a fun cartoon-style shooter which caters to players of all skill levels - easy to pick up and play, but with deep character development.",tt1484925
Captain Disaster in: Death Has A Million Stomping Boots,https://www.imdb.com/title/tt14849258/?ref_=adv_li_tt,2017,0.0,0,Captain Disaster takes a job delivering a package from Acturus-1 to Proboscis Major - not realising that he is actually transporting something that will put the entire galaxy in danger.,tt14849258
Balance,https://www.imdb.com/title/tt14849636/?ref_=adv_li_tt,2007,0.0,0,Add a Plot,tt14849636
EyePet,https://www.imdb.com/title/tt1484966/?ref_=adv_li_tt,2009,6.2,47,"With augmented reality, you look after your very own virtual EyePet.",tt1484966
Mass Effect: Legendary Edition,https://www.imdb.com/title/tt14849728/?ref_=adv_li_tt,2021,9.7,"1,583",A compilation of the first three Mass Effect games.,tt14849728
Mass Effect: Legendary Edition,https://www.imdb.com/title/tt14849728/?ref_=adv_li_tt,2021,9.7,"1,584",A compilation of the first three Mass Effect games.,tt14849728
Gray Matter,https://www.imdb.com/title/tt1484983/?ref_=adv_li_tt,2010,8.3,136,Gray Matter is the first adventure game by renowned author Jane Jensen since the release of Gabriel Knight 3: the story mixes eerie goings-on with supernatural events in best Jensen-style. ... See full summary »,tt1484983
Dragon Warrior Monsters,https://www.imdb.com/title/tt14850326/?ref_=adv_li_tt,1998,0.0,0,You play as Terry and fight monsters as you try to save your sister.,tt14850326
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,https://www.imdb.com/title/tt1485070/?ref_=adv_li_tt,2009,7.8,299,"After accidentally releasing a voodoo pox while attempting to permanently destroy LeChuck, Guybrush must investigate the cause of winds that are keeping ships from leaving Flotsam Island.",tt1485070
Tekken 6,https://www.imdb.com/title/tt1485071/?ref_=adv_li_tt,2007,7.4,"1,444","Whilst continuing vast stories of all the characters, Tekken 6 includes new modes, over 40 fighters, bigger stages with more interactivity, enhanced character customization, and introduces a new rage system.",tt1485071
Live Adventure,https://www.imdb.com/title/tt14852916/?ref_=adv_li_tt,2021,0.0,0,"Lence and Reel are two apprentice explorers on the track of their missing parents. Between this improvised rescue mission and the discovery of a new civilization, the duo is will have to overcome difficulties together.",tt14852916
Lake,https://www.imdb.com/title/tt14853406/?ref_=adv_li_tt,2021,6.8,109,"It's 1986 - Meredith Weiss takes a break from her career in the big city to deliver mail in her hometown. How will she experience two weeks in beautiful Providence Oaks, with its iconic ... See full summary »",tt14853406
Last Stop,https://www.imdb.com/title/tt14854190/?ref_=adv_li_tt,2021,6.8,123,"The lives of John, Donna, and Meena become entwined as a supernatural crisis looms over each of them.",tt14854190
Metroid Dread,https://www.imdb.com/title/tt14855850/?ref_=adv_li_tt,2021,8.8,466,"Set after Metroid Fusion, players control bounty hunter Samus Aran as she faces a new robotic enemy on the planet ZDR.",tt14855850
Metroid Dread,https://www.imdb.com/title/tt14855850/?ref_=adv_li_tt,2021,8.8,465,"Set after Metroid Fusion, players control bounty hunter Samus Aran as she faces a new robotic enemy on the planet ZDR.",tt14855850
The Mooseman,https://www.imdb.com/title/tt14856042/?ref_=adv_li_tt,2017,7.4,7,Add a Plot,tt14856042
Rap Rat,https://www.imdb.com/title/tt14856064/?ref_=adv_li_tt,1992,0.0,0,A VHS/board game hybrid where players must race around the board collecting cheese of their color while following orders from the titular Rap Rat.,tt14856064
Just Dance 2022,https://www.imdb.com/title/tt14857494/?ref_=adv_li_tt,2021,7.6,31,Add a Plot,tt14857494
Up,https://www.imdb.com/title/tt1485814/?ref_=adv_li_tt,2009,7.6,464,"Video game based on the Pixar film of the same name, centering on an elderly widower named Carl Fredricksen and an earnest young Wilderness Explorer named Russell who fly to South America in a house suspended by helium balloons.",tt1485814
Magic Pengel: The Quest for Color,https://www.imdb.com/title/tt14859342/?ref_=adv_li_tt,2002,0.0,0,Add a Plot,tt14859342
A life of consequence,https://www.imdb.com/title/tt14860242/?ref_=adv_li_tt,0,0.0,0,A Life of Consequence is a third-person multiplayer Action RPG game with Role-Based Combat and a unique approach to Multiplayer allowing both real-time and asynchronous cooperative gameplay... See full summary »,tt14860242
Doodle Jump 2,https://www.imdb.com/title/tt14860792/?ref_=adv_li_tt,2020,7.7,6,Add a Plot,tt14860792
Tintin Match,https://www.imdb.com/title/tt14861248/?ref_=adv_li_tt,2020,0.0,0,Get ready to assemble a beautiful collection of miniatures and follow the world's best-known young reporter and his friends through colorful match-3 puzzles. The day started like any other ... See full summary »,tt14861248
Agarta,https://www.imdb.com/title/tt14861450/?ref_=adv_li_tt,2022,7.3,8,"A myth... A legend... A rumor... A reality for some believers, and a great civilization with an esoteric culture that lives in caves and pits near the Earth's Core, which is the future ... See full synopsis »",tt14861450
Mario + Rabbids: Sparks of Hope,https://www.imdb.com/title/tt14866060/?ref_=adv_li_tt,2022,0.0,0,Add a Plot,tt14866060
Legends of Middle Earth,https://www.imdb.com/title/tt14866462/?ref_=adv_li_tt,2017,0.0,0,Legends of Middle Earth brings Tolkien's world to the game of Age of Mythology.,tt14866462
Muslim Adventure,https://www.imdb.com/title/tt14866640/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14866640
Rusty Lake Hotel,https://www.imdb.com/title/tt14868770/?ref_=adv_li_tt,2015,7.6,23,Welcome our guests to the Rusty Lake Hotel and make sure they will have a pleasant stay. There will be 5 dinners this week. Make sure every dinner is worth dying for.,tt14868770
Cyber Shadow,https://www.imdb.com/title/tt14870356/?ref_=adv_li_tt,2021,6.5,21,"The world has been taken over by synthetic lifeforms, A desperate plea for help sets Shadow, The sole survivor of his clan, On one last mission to uncover what started the path to perpetual ruin.",tt14870356
Cyber Shadow,https://www.imdb.com/title/tt14870356/?ref_=adv_li_tt,2021,6.6,22,"The world has been taken over by synthetic lifeforms, A desperate plea for help sets Shadow, The sole survivor of his clan, On one last mission to uncover what started the path to perpetual ruin.",tt14870356
Forza Horizon 5,https://www.imdb.com/title/tt14870662/?ref_=adv_li_tt,2021,8.7,845,"In Forza Horizon 5, explore the ever-evolving open world landscapes of Mexico with limitless, fun driving action in hundreds of the world's greatest cars.",tt14870662
Ghost 1.0,https://www.imdb.com/title/tt14874046/?ref_=adv_li_tt,2016,0.0,0,"A mysterious agent, capable of becoming a digital ghost, sneaks aboard the Nakamura Space Station, The station is well-protected with its heavy defenses, and weapons, and mysterious artifacts, It will all have to be destroyed.",tt14874046
OZ Broken Kingdom,https://www.imdb.com/title/tt14874924/?ref_=adv_li_tt,2016,0.0,0,Add a Plot,tt14874924
Marvel: Realm of Champions,https://www.imdb.com/title/tt14875968/?ref_=adv_li_tt,2020,0.0,0,"The Battleworld, fragments of different realities abducted by God-King Maestro, each land belonging to a separate House ruled by a Baron which are in a state of uneasy alliances. This is disturbed by the God-King Maestro's sudden death.",tt14875968
Half-Life: Through the City,https://www.imdb.com/title/tt14876082/?ref_=adv_li_tt,2024,0.0,0,20 years after the Black Mesa incident G-man awakes Adrian Shephard and sends him into City 17 during the first days of the Uprising. Throughout his journey Shephard is going to encounter a... See full summary »,tt14876082
Transformers: Forged to Fight,https://www.imdb.com/title/tt14876176/?ref_=adv_li_tt,2017,0.0,0,Add a Plot,tt14876176
Cuphead: The Delicious Last Course,https://www.imdb.com/title/tt14876256/?ref_=adv_li_tt,2022,8.8,146,"The two brothers, Cuphead and Mugman are joined by Ms. Chalice for a DLC add-on adventure on a brand new island. Are you ready to take on a new cast of multi-faceted, screen-filling bosses to assist Chef Saltbaker in Cuphead's final challenging quest?",tt14876256
Cuphead: The Delicious Last Course,https://www.imdb.com/title/tt14876256/?ref_=adv_li_tt,2022,8.9,143,"The two brothers, Cuphead and Mugman are joined by Ms. Chalice for a DLC add-on adventure on a brand new island. Are you ready to take on a new cast of multi-faceted, screen-filling bosses to assist Chef Saltbaker in Cuphead's final challenging quest?",tt14876256
"What Did I Do to Deserve This, My Lord!?",https://www.imdb.com/title/tt1488179/?ref_=adv_li_tt,2007,0.0,0,"As the God of Destruction, build a dungeon ecosystem to protect an evil overlord.",tt1488179
What Did I Do to Deserve This My Lord!? 2,https://www.imdb.com/title/tt1488180/?ref_=adv_li_tt,2008,0.0,0,"The God of Destruction is summoned again, as Badman now wants to conquer the world.",tt1488180
Donarudo Dakku no mahou no boushi,https://www.imdb.com/title/tt14883226/?ref_=adv_li_tt,1995,0.0,0,Add a Plot,tt14883226
Disney Dailies - What's Up? (Aladdin),https://www.imdb.com/title/tt14883554/?ref_=adv_li_tt,2019,0.0,0,"A suite of sketches and stories that show kids ""What's up?"" with their favorite Disney characters.",tt14883554
The Very Organized Thief,https://www.imdb.com/title/tt14884380/?ref_=adv_li_tt,2013,6.9,8,"You play as a thief, A very organized one to be exact, Using your skills, You have to quickly search for items on your checklist that can be found scattered throughout the House, and then do what every thief would do, escape with the loot.",tt14884380
GTTOD: Get to the Orange Door,https://www.imdb.com/title/tt14886806/?ref_=adv_li_tt,2019,0.0,0,"Launch yourself gun-first into a neon synthwave virtualscape FPS as you wall run, slide, clamber, and dash around each level at supersonic speeds.",tt14886806
Dead Dungeon,https://www.imdb.com/title/tt14888966/?ref_=adv_li_tt,2018,0.0,0,Add a Plot,tt14888966
Path of the Midnight Sun,https://www.imdb.com/title/tt14889218/?ref_=adv_li_tt,2021,0.0,0,"Sixty years ago, the continent of Arvium bore witness to a being henceforth known as the Demon King. Nature twisted before His very existence, and the nations of men had no choice but to seal His soul in a young maiden.",tt14889218
U-Jin Pretend Girls,https://www.imdb.com/title/tt14891584/?ref_=adv_li_tt,1994,0.0,0,Add a Plot,tt14891584
Damnation,https://www.imdb.com/title/tt1489161/?ref_=adv_li_tt,2009,4.6,55,"Damnation centers around a group of freedom fighters led by a Hamilton Rourke in a desperate attempt to protect a war torn, heavily industrialized America from an arms merchant and his unstoppable army.",tt1489161
Refunct,https://www.imdb.com/title/tt14891658/?ref_=adv_li_tt,2015,0.0,0,"Refunct is a peaceful, short first-person platformer about restoring a vibrant world.",tt14891658
In Passing,https://www.imdb.com/title/tt14891868/?ref_=adv_li_tt,2019,0.0,0,Add a Plot,tt14891868
Definitely not fried chicken,https://www.imdb.com/title/tt14891938/?ref_=adv_li_tt,2021,0.0,0,"Definitely Not Fried Chicken is a business management sim with a Twist. Grow your drugs trade through legitimate fronts by managing both sides of the business. Acquire new ""businesses"", ... See full summary »",tt14891938
Sengoku Musou 5,https://www.imdb.com/title/tt14893204/?ref_=adv_li_tt,2021,6.7,12,Add a Plot,tt14893204
Pako 2,https://www.imdb.com/title/tt14898892/?ref_=adv_li_tt,2017,0.0,0,"PAKO 2 is an arcade driving game where you explore vast cities as a getaway driver, Perform robberies with your crew and shoot twin-stick style while escaping the law.",tt14898892
Deiland: Pocket Planet,https://www.imdb.com/title/tt14899482/?ref_=adv_li_tt,2021,0.0,0,"Deiland: Pocket Planet Edition is a farming adventure where you will have to take care of your tiny planet. Farm, craft, fight and explore the universe of Deiland.",tt14899482
Chromo XY,https://www.imdb.com/title/tt14900404/?ref_=adv_li_tt,2020,0.0,0,Add a Plot,tt14900404
