name,url,year,rating,votes,plot,Key
Assassin's Creed: Rogue,https://www.imdb.com/title/tt4117250/?ref_=adv_li_tt,2014,7.7,"4,166","Bridging the gap between Assassin's Creed IV and III, as tragedy and failure force Shay Cormac to question his own Creed. The Assassin turns Templar and embarks on a quest of vengeance and personal revelation, during the Seven Years' War.",tt4117250
Assassin's Creed: Rogue,https://www.imdb.com/title/tt4117250/?ref_=adv_li_tt,2014,7.7,"4,167","Bridging the gap between Assassin's Creed IV and III, as tragedy and failure force Shay Cormac to question his own Creed. The Assassin turns Templar and embarks on a quest of vengeance and personal revelation, during the Seven Years' War.",tt4117250
Persona 4 Arena Ultimax,https://www.imdb.com/title/tt4118358/?ref_=adv_li_tt,2014,7.7,72,"Mitsuru and some of her Shadow operatives were missing in their way to Inaba, the midnight channel appears again and after that everyone but persona users disappear while a red fog cover ... See full summary »",tt4118358
Persona 4 Arena Ultimax,https://www.imdb.com/title/tt4118358/?ref_=adv_li_tt,2014,7.7,71,"Mitsuru and some of her Shadow operatives were missing in their way to Inaba, the midnight channel appears again and after that everyone but persona users disappear while a red fog cover ... See full summary »",tt4118358
Battle Quest: Rise of Heroes,https://www.imdb.com/title/tt4120660/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4120660
The Book of Unwritten Tales 2,https://www.imdb.com/title/tt4121812/?ref_=adv_li_tt,2015,7.1,73,"The game's four protagonists, Wilbur a novice gnome mage, Nate a narcissistic human, Ivo an elf princess and a furry alien creature known as ""Critter"", partake in an adventure in the ... See full summary »",tt4121812
Final Fantasy: Record Keeper,https://www.imdb.com/title/tt4124978/?ref_=adv_li_tt,2014,4.5,13,Add a Plot,tt4124978
Tiny Toon Adventures: Babs' Big Break,https://www.imdb.com/title/tt4127142/?ref_=adv_li_tt,1992,6.9,19,You play as one of three characters and must prevent Montana Max from thwarting Babs Bunny's dreams of becoming a big star.,tt4127142
Tiny Toon Adventures: The Great Beanstalk,https://www.imdb.com/title/tt4127158/?ref_=adv_li_tt,1998,4.6,10,Add a Plot,tt4127158
VVVVVV,https://www.imdb.com/title/tt4137442/?ref_=adv_li_tt,2010,7.4,116,"VVVVVV follows Captain Viridian, the captain of the DSS Souleye. After a malfunction on their ship, Viridian is separated from his 5 crew members and must find them again, while collecting ... See full summary »",tt4137442
The Animals!,https://www.imdb.com/title/tt4139204/?ref_=adv_li_tt,1993,0.0,0,Add a Plot,tt4139204
Ancient Space,https://www.imdb.com/title/tt4142688/?ref_=adv_li_tt,2014,5.0,6,Ancient Space is a story driven single player real time strategy game where you take command of a fleet embarking on a scientific mission to chart undiscovered reaches of space called 'The ... See full summary »,tt4142688
Guilty Gear Xrd: Sign,https://www.imdb.com/title/tt4147426/?ref_=adv_li_tt,2014,7.3,59,"Focusing on Ramlethal Valentine's narrative arc, Guilty Gear Xrd: Sign is an arcade beat-em-up game and is a sequel to Guilty Gear 2: Overture.",tt4147426
Guilty Gear Xrd: Sign,https://www.imdb.com/title/tt4147426/?ref_=adv_li_tt,2014,7.4,60,"Focusing on Ramlethal Valentine's narrative arc, Guilty Gear Xrd: Sign is an arcade beat-em-up game and is a sequel to Guilty Gear 2: Overture.",tt4147426
Godzilla: Smash 3,https://www.imdb.com/title/tt4150950/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4150950
Mace: The Dark Age,https://www.imdb.com/title/tt4155068/?ref_=adv_li_tt,1996,7.1,46,"In this clone of Namco's 3D fighting game Soul Edge (aka Soul Blade), warriors mostly inspired by European, Middle Eastern and East Asian medieval lore fight to the death over a mystical mace, the most powerful weapon in the universe.",tt4155068
iCarly,https://www.imdb.com/title/tt4156236/?ref_=adv_li_tt,2009,7.3,40,A video game based on the iCarly TV show.,tt4156236
Star Citizen,https://www.imdb.com/title/tt4156346/?ref_=adv_li_tt,0,0.0,0,"Set in a 30th-century Milky Way centered on the fictional United Empire of Earth (UEE), Star Citizen is an upcoming space trading and combat simulator comprising a conscious persistent universe.",tt4156346
Daffy Duck: The Marvin Missions,https://www.imdb.com/title/tt4157924/?ref_=adv_li_tt,1993,7.2,19,"Get ready to duck and cover. Because the fate of the planets rests squarely on Duck Dodgers--alias Daffy Duck--the fearless space crusader from the cartoon adventure series. Marvin Martian,... See full summary »",tt4157924
Disney's Hades Challenge,https://www.imdb.com/title/tt4162140/?ref_=adv_li_tt,1998,7.3,23,"In this 1st person adventure game based on Disney's Hercules (1997), the player is the latest Philoctetes' trainee and must prove through three labors that he or she can walk in the shoes of Hercules. Zeus helps and Hades hinders.",tt4162140
Project Spark,https://www.imdb.com/title/tt4163110/?ref_=adv_li_tt,2014,6.7,27,Add a Plot,tt4163110
Hunt: Showdown,https://www.imdb.com/title/tt4168616/?ref_=adv_li_tt,2019,7.0,106,"Hunt: Showdown is a competitive first-person PvP bounty hunting game with heavy PvE elements, from the makers of Crysis. Set in the darkest corners of the world, it packs the thrill of survival games into a match-based format.",tt4168616
Hunt: Showdown,https://www.imdb.com/title/tt4168616/?ref_=adv_li_tt,2019,7.0,107,"Hunt: Showdown is a competitive first-person PvP bounty hunting game with heavy PvE elements, from the makers of Crysis. Set in the darkest corners of the world, it packs the thrill of survival games into a match-based format.",tt4168616
Escape Dead Island,https://www.imdb.com/title/tt4168636/?ref_=adv_li_tt,2014,5.5,85,Explore the quarantined island of Narapela and get to the bottom of the sinister zombie virus plaguing humanity in Banoi.,tt4168636
Randal's Monday,https://www.imdb.com/title/tt4168660/?ref_=adv_li_tt,2015,7.5,51,"Randal is having a bad day. He stole his best friend's cursed wedding ring and now he's stuck in a time loop. His long darkly humorous quest to make things right involves Shawshank Redemption spoof, the Devil and Jay and Silent Bob.",tt4168660
Schrödinger's Cat and the Raiders of the Lost Quark,https://www.imdb.com/title/tt4169742/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4169742
Lost in Time,https://www.imdb.com/title/tt4171834/?ref_=adv_li_tt,2012,0.0,0,Add a Plot,tt4171834
Drop Off,https://www.imdb.com/title/tt4172172/?ref_=adv_li_tt,1990,0.0,0,You control a paddle that can go left or right and you must bounce a ball against jewels that eliminates them.,tt4172172
The Last Dogma,https://www.imdb.com/title/tt4173164/?ref_=adv_li_tt,2014,0.0,0,"The Last Dogma is a dark comedy adventure set in the year 1999 of an alternate reality world, where US actively campaigns for world domination, UK is ruled by the dictator from Iran and Yugoslavia is being invaded by several countries.",tt4173164
Spelunky,https://www.imdb.com/title/tt4173200/?ref_=adv_li_tt,2009,6.9,154,Spelunky is a game where you play as a spelunker (obviously) to find Olmec's hidden treasure!,tt4173200
Rainbow Moon,https://www.imdb.com/title/tt4173262/?ref_=adv_li_tt,2012,7.4,15,Add a Plot,tt4173262
Charlaine Harris: Dying for Daylight,https://www.imdb.com/title/tt4178520/?ref_=adv_li_tt,2012,0.0,0,"In a macabre near future, vampires live in the open among humans. Dahlia, a high class imposing goth vampire with a sense of humor, is asked by her elder to investigate an odd vampire circus troop that may know a way to live in the sun.",tt4178520
Goof Troop,https://www.imdb.com/title/tt4178842/?ref_=adv_li_tt,1993,7.6,85,"Goofy and his son Max go out to the sea. While fishing, they see a huge pirate ship heading towards Spoonerville with Pete and PJ kidnapped. Can they rescue their friends?",tt4178842
Defenders of Time,https://www.imdb.com/title/tt4182340/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4182340
Agatha Christie: Peril at End House,https://www.imdb.com/title/tt4182540/?ref_=adv_li_tt,2007,7.0,25,First person hidden-object adventure game based on eponymous Agatha Christie's novel about famous Belgian private detective Hercule Poirot who is asked by a near-broke tomboyish heiress to investigate if someone is trying to kill her.,tt4182540
Lords of the Fallen,https://www.imdb.com/title/tt4183942/?ref_=adv_li_tt,2014,5.9,326,"Harkyn, a brutal warrior with a criminal past, is called upon to stop an invasion by interdementional monsters known as the Rhogar.",tt4183942
Mystery Tales: The Twilight World,https://www.imdb.com/title/tt4189222/?ref_=adv_li_tt,2015,0.0,0,"Even the most powerful witches can be defeated, even witches who lived centuries already, have their weak spots. And you have to find the weak spot of the most powerful one, Zora, in ... See full summary »",tt4189222
Fabula Mortis,https://www.imdb.com/title/tt4192982/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4192982
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,https://www.imdb.com/title/tt4193786/?ref_=adv_li_tt,2014,8.3,98,"Struggling bookstore owner Gabriel Knight, between a nightmare and another, investigates the sinister Voodoo Murders in New Orleans, discovering the secrets of his family history and ... See full summary »",tt4193786
Tiny Toon Adventures: Wacky Sports Challenge,https://www.imdb.com/title/tt4196464/?ref_=adv_li_tt,1994,6.9,12,You play as various Tiny Toons characters competing in sports challenges.,tt4196464
Rage of Mages,https://www.imdb.com/title/tt4197550/?ref_=adv_li_tt,1998,6.1,12,Add a Plot,tt4197550
Rage of Mages II: Necromancer,https://www.imdb.com/title/tt4199810/?ref_=adv_li_tt,1999,6.2,13,Add a Plot,tt4199810
The Binding of Isaac,https://www.imdb.com/title/tt4200478/?ref_=adv_li_tt,2011,7.2,586,A young boy has to travel through his basement in order to escape his mom.,tt4200478
Teleglitch,https://www.imdb.com/title/tt4200516/?ref_=adv_li_tt,2013,0.0,0,"In a cold, dark future dominated by mega-corporations, You are a scientist who has suddenly awoken to the realization that you are the lone survivor.",tt4200516
Tiny Toon Adventures: Wacky Stackers,https://www.imdb.com/title/tt4201202/?ref_=adv_li_tt,2001,6.6,6,A puzzle game featuring Tiny Toon characters.,tt4201202
Conception 2: Children of the Seven Stars,https://www.imdb.com/title/tt4203622/?ref_=adv_li_tt,2014,6.2,14,Add a Plot,tt4203622
Rune Factory 4,https://www.imdb.com/title/tt4203732/?ref_=adv_li_tt,2012,8.1,36,Add a Plot,tt4203732
Ys: Memories of Celceta,https://www.imdb.com/title/tt4203756/?ref_=adv_li_tt,2013,8.1,24,"Adol Christin, the protagonist, finds himself in the land of Celceta, suffering full amnesia. He soon teams up with Duran, who claims he can help him regain memories. But that will require ... See full summary »",tt4203756
Unchained Blades,https://www.imdb.com/title/tt4203784/?ref_=adv_li_tt,2011,0.0,0,Add a Plot,tt4203784
Devil Summoner: Soul Hackers,https://www.imdb.com/title/tt4203802/?ref_=adv_li_tt,1997,7.5,26,"Amami City is a Japanese megalopolis of the near future. In this huge city, each house has a computer, and all computers are linked to one big network. The flow of information is being ... See full summary »",tt4203802
Dead Island Epidemic,https://www.imdb.com/title/tt4205622/?ref_=adv_li_tt,2014,4.6,23,"Chris and his brother arrive at a deserted playground, in the middle of a small island, named Jubukai. They soon both discover, that there is a ancient evil, that lurks in the island.",tt4205622
Fossil Fighters: Champions,https://www.imdb.com/title/tt4209356/?ref_=adv_li_tt,2010,7.1,12,Add a Plot,tt4209356
Dinosaur World,https://www.imdb.com/title/tt4212320/?ref_=adv_li_tt,2001,0.0,0,"An educational tie-in game for Walking with Dinosaurs (1999) in which you can discover Jurassic landscapes, dinosaurs and other prehistoric creatures and watch them interact in the same 3D engine as the BBC TV series.",tt4212320
Five Nights at Freddy's,https://www.imdb.com/title/tt4214834/?ref_=adv_li_tt,2014,7.2,"2,249","As an anonymous night guard, you must survive five nights as you are hunted by five animatronics hell-bent on killing you.",tt4214834
Women's Murder Club: Twice in a Blue Moon,https://www.imdb.com/title/tt4217400/?ref_=adv_li_tt,2009,0.0,0,"Third entry in the Women's Murder Club ""hidden object"" adventure game series based on the eponymous TV crime show. This time, a serial killer that's copycatting infamous serial killers from history challenges Lindsay to find him.",tt4217400
Surface 4: The Pantheon,https://www.imdb.com/title/tt4218926/?ref_=adv_li_tt,2013,0.0,0,Add a Plot,tt4218926
Devil's Dare,https://www.imdb.com/title/tt4219032/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4219032
Fierce Tales 2: Marcus' Memory,https://www.imdb.com/title/tt4219074/?ref_=adv_li_tt,2013,0.0,0,Add a Plot,tt4219074
Fierce Tales 4: Felines Sight,https://www.imdb.com/title/tt4219078/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4219078
Exogenesis: Perils of Rebirth,https://www.imdb.com/title/tt4219098/?ref_=adv_li_tt,0,0.0,0,"Yudai Sayashi comes across a startling discovery. The mythical Noah's Ark, borne of legend by those who believe the Old World can be restored. Using the Ark, Yu believes his sister Miho can be brought back to life.",tt4219098
Revived Legends: Road of the Kings,https://www.imdb.com/title/tt4219126/?ref_=adv_li_tt,2013,0.0,0,Add a Plot,tt4219126
Davinci's Demons: The Apprentice,https://www.imdb.com/title/tt4221934/?ref_=adv_li_tt,2013,0.0,0,Add a Plot,tt4221934
Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt4224442/?ref_=adv_li_tt,2014,7.1,26,The Ninja Turtles start out on their quest to clear the streets of New York.,tt4224442
Agatha Christie: Dead Man's Folly,https://www.imdb.com/title/tt4224606/?ref_=adv_li_tt,2009,8.0,35,"Hidden object adventure featuring famous Belgian detective Hercule Poirot who's asked to join a UK garden party, where rich conniving guests try to solve a murder mystery like in Clue, and check for signs of actual foul play.",tt4224606
Five Nights at Freddy's 2,https://www.imdb.com/title/tt4225040/?ref_=adv_li_tt,2014,7.1,"1,372",Freddy Fazbear's pizza is re-opened with new versions of the animatronics and the same animatronics from the previous Freddy Fazbear's pizza restaurant.,tt4225040
Only If,https://www.imdb.com/title/tt4225186/?ref_=adv_li_tt,2014,5.1,20,"Anthony wakes up from a party, to discover everyone is gone. A man guides him through a radio on how to escape, and Anthony must make decisions.",tt4225186
Satellite Rush,https://www.imdb.com/title/tt4225774/?ref_=adv_li_tt,2016,0.0,0,Satellite Rush is a pixelart top-down dual stick shooter with randomized levels and roguelike elements. Take control of an office worker and blast through the endless corridors of Satellite... See full summary »,tt4225774
